"Step","noisy_net: true - exploration_rate","noisy_net: true - exploration_rate__MIN","noisy_net: true - exploration_rate__MAX"
"10","0.5400000000000001","0.19999999999999996","0.9"
"20","0.5233333333333332","0.275","0.85"
"30","0.518888888888889","0.2833333333333334","0.85"
"40","0.5120833333333334","0.30000000000000004","0.7999999999999999"
"50","0.5213333333333334","0.30000000000000004","0.7799999999999999"
"60","0.5130555555555555","0.2750000000000001","0.7499999999999999"
"70","0.4883333333333334","0.23571428571428577","0.7214285714285713"
"80","0.4670833333333333","0.21875000000000003","0.6625"
"90","0.4507407407407407","0.21111111111111114","0.6277777777777778"
"100","0.43333333333333335","0.20500000000000002","0.585"
"110","0.4203030303030302","0.21363636363636368","0.5636363636363636"
"120","0.40763888888888905","0.23750000000000004","0.5333333333333333"
"130","0.39474358974358986","0.23461538461538467","0.5115384615384615"
"140","0.3858333333333334","0.2285714285714286","0.5142857142857142"
"150","0.3794444444444444","0.21666666666666667","0.5033333333333333"
"160","0.37260416666666674","0.203125","0.503125"
"170","0.3713725490196078","0.19117647058823528","0.5147058823529411"
"180","0.36888888888888893","0.18055555555555555","0.5055555555555556"
"190","0.3644736842105264","0.17105263157894737","0.4921052631578948"
"200","0.36141666666666666","0.16499999999999998","0.49750000000000005"
"210","0.3475833333333333","0.1525","0.4875"
"220","0.33525","0.1375","0.4925"
"230","0.3266666666666667","0.15250000000000002","0.49749999999999994"
"240","0.3171666666666667","0.125","0.5025000000000001"
"250","0.30275","0.0925","0.4925"
"260","0.29158333333333336","0.07750000000000001","0.485"
"270","0.28983333333333333","0.057499999999999996","0.47750000000000004"
"280","0.287","0.05000000000000001","0.47000000000000003"
"290","0.28316666666666657","0.04250000000000001","0.475"
"300","0.2799166666666667","0.04250000000000001","0.47250000000000014"
"310","0.2785833333333334","0.03750000000000001","0.4700000000000001"
"320","0.27775000000000005","0.03750000000000001","0.4700000000000002"
"330","0.27741666666666664","0.03500000000000001","0.47250000000000003"
"340","0.2753333333333333","0.03250000000000001","0.46500000000000014"
"350","0.2723333333333333","0.027500000000000007","0.45"
"360","0.2711666666666666","0.02250000000000001","0.47000000000000003"
"370","0.26533333333333325","0.02250000000000001","0.46499999999999997"
"380","0.26125","0.020000000000000007","0.45"
"390","0.2574166666666667","0.012500000000000006","0.44749999999999995"
"400","0.25450000000000006","0.010000000000000004","0.45249999999999996"
"410","0.2505833333333333","0.010000000000000004","0.4374999999999999"
"420","0.24558333333333326","0.010000000000000004","0.43249999999999994"
"430","0.2375833333333333","0.012500000000000006","0.4299999999999999"
"440","0.23291666666666666","0.012500000000000006","0.43999999999999995"
"450","0.2280833333333333","0.012500000000000006","0.42750000000000005"
"460","0.22591666666666665","0.0050000000000000044","0.42750000000000005"
"470","0.21933333333333332","0.0050000000000000044","0.4225"
"480","0.21475000000000005","0.0050000000000000044","0.42750000000000005"
"490","0.21133333333333332","0.0050000000000000044","0.45"
"500","0.2114166666666667","0.0050000000000000044","0.4575"
"510","0.20725000000000002","0.0050000000000000044","0.4625"
"520","0.2029166666666667","0.0050000000000000044","0.47250000000000003"
"530","0.1998333333333334","0.010000000000000004","0.46749999999999997"
"540","0.19716666666666674","0.010000000000000004","0.4574999999999999"
"550","0.19399999999999998","0.010000000000000004","0.43999999999999995"
"560","0.19066666666666668","0.010000000000000004","0.42499999999999993"
"570","0.18966666666666668","0.007500000000000007","0.4325"
"580","0.18616666666666667","0.007500000000000007","0.43999999999999995"
"590","0.1831666666666667","0.007500000000000007","0.445"
"600","0.17691666666666664","0.007500000000000007","0.42749999999999994"
"610","0.17691666666666664","0.007500000000000007","0.42749999999999994"
"620","0.17825","0.007500000000000007","0.4225"
"630","0.1749166666666667","0.0050000000000000044","0.425"
"640","0.17341666666666666","0.0025000000000000022","0.4149999999999999"
"650","0.174","0.0025000000000000022","0.425"
"660","0.17258333333333337","0.0025000000000000022","0.4175000000000001"
"670","0.1725","0.0025000000000000022","0.4175"
"680","0.16974999999999996","0.0025000000000000022","0.41"
"690","0.16833333333333333","0.0025000000000000022","0.40499999999999997"
"700","0.16258333333333333","0","0.4125"
"710","0.15966666666666668","0.0025000000000000022","0.40750000000000003"
"720","0.15883333333333335","0.0025000000000000022","0.3925"
"730","0.156","0.0025000000000000022","0.37"
"740","0.15441666666666667","0.0025000000000000022","0.37250000000000005"
"750","0.15074999999999997","0.0025000000000000022","0.38249999999999995"
"760","0.14850000000000002","0.0025000000000000022","0.375"
"770","0.14425","0.0025000000000000022","0.35"
"780","0.14208333333333334","0.0025000000000000022","0.35749999999999993"
"790","0.14033333333333334","0.0025000000000000022","0.3475"
"800","0.13916666666666666","0.0025000000000000022","0.33749999999999997"
"810","0.13541666666666666","0.0025000000000000022","0.32999999999999996"
"820","0.13183333333333336","0.0025000000000000022","0.3275"
"830","0.13325","0.0050000000000000044","0.33249999999999996"
"840","0.13091666666666668","0.0050000000000000044","0.33"
"850","0.12558333333333335","0.0025000000000000022","0.315"
"860","0.12241666666666666","0.0025000000000000022","0.315"
"870","0.11775000000000001","0.0025000000000000022","0.3025"
"880","0.11666666666666665","0.0050000000000000044","0.29750000000000004"
"890","0.11583333333333333","0.0050000000000000044","0.2825000000000001"
"900","0.11633333333333332","0.0050000000000000044","0.2775"
"910","0.11516666666666667","0.0025000000000000022","0.275"
"920","0.11441666666666665","0.0050000000000000044","0.2725000000000001"
"930","0.1133333333333333","0.0050000000000000044","0.2725"
"940","0.11208333333333333","0.0050000000000000044","0.28"
"950","0.11091666666666664","0.0050000000000000044","0.27"
"960","0.10816666666666665","0.0050000000000000044","0.265"
"970","0.10558333333333332","0.0050000000000000044","0.2675"
"980","0.10533333333333332","0.0050000000000000044","0.2425"
"990","0.10316666666666666","0.0050000000000000044","0.24999999999999994"
"1000","0.10325000000000002","0.0050000000000000044","0.26499999999999996"
"1010","0.10383333333333335","0.0050000000000000044","0.26999999999999996"
"1020","0.10391666666666667","0.0025000000000000022","0.295"
"1030","0.10066666666666665","0.0025000000000000022","0.26499999999999996"
"1040","0.09825","0.0025000000000000022","0.27"
"1050","0.10058333333333332","0.0025000000000000022","0.26000000000000006"
"1060","0.09783333333333331","0.0025000000000000022","0.265"
"1070","0.0995","0.0025000000000000022","0.26749999999999996"
"1080","0.1015","0.0025000000000000022","0.28500000000000003"
"1090","0.10116666666666664","0","0.28750000000000003"
"1100","0.10016666666666665","0","0.27999999999999997"
"1110","0.10124999999999999","0","0.3"
"1120","0.09983333333333332","0","0.28750000000000003"
"1130","0.09941666666666667","0","0.28"
"1140","0.09691666666666666","0","0.2875"
"1150","0.09858333333333333","0","0.3"
"1160","0.09758333333333334","0","0.3075"
"1170","0.09833333333333333","0","0.3075"
"1180","0.09625000000000002","0","0.30999999999999994"
"1190","0.09808333333333331","0","0.32749999999999996"
"1200","0.09874999999999999","0","0.32999999999999996"
"1210","0.09758333333333334","0","0.2875"
"1220","0.09391666666666666","0","0.27249999999999996"
"1230","0.09291666666666669","0","0.27"
"1240","0.09325000000000001","0","0.29"
"1250","0.09191666666666665","0","0.27749999999999997"
"1260","0.09233333333333332","0","0.28"
"1270","0.08983333333333335","0","0.2525"
"1280","0.08633333333333332","0","0.22749999999999998"
"1290","0.08408333333333333","0","0.215"
"1300","0.08383333333333334","0","0.20500000000000002"
"1310","0.08141666666666665","0","0.22000000000000003"
"1320","0.07775","0","0.20500000000000002"
"1330","0.07683333333333332","0","0.23750000000000004"
"1340","0.07825","0","0.25"
"1350","0.07483333333333334","0","0.255"
"1360","0.07516666666666667","0","0.26499999999999996"
"1370","0.0725","0","0.2725"
"1380","0.07183333333333335","0","0.27749999999999997"
"1390","0.07158333333333335","0","0.2925000000000001"
"1400","0.06833333333333334","0","0.31500000000000006"
"1410","0.06791666666666667","0","0.3275"
"1420","0.06933333333333333","0","0.3275"
"1430","0.06958333333333333","0","0.355"
"1440","0.06833333333333334","0","0.3549999999999999"
"1450","0.0665","0","0.38"
"1460","0.06766666666666668","0","0.3625"
"1470","0.06575000000000002","0","0.3675"
"1480","0.06541666666666665","0","0.37"
"1490","0.06583333333333333","0","0.37"
"1500","0.06416666666666666","0","0.35000000000000003"
"1510","0.06466666666666666","0","0.3725"
"1520","0.06550000000000002","0","0.3975000000000001"
"1530","0.06391666666666668","0","0.37750000000000006"
"1540","0.06016666666666667","0","0.36250000000000004"
"1550","0.06208333333333334","0","0.35"
"1560","0.06091666666666666","0","0.33999999999999997"
"1570","0.059416666666666666","0","0.30999999999999994"
"1580","0.058416666666666665","0","0.2899999999999999"
"1590","0.05991666666666666","0","0.27749999999999997"
"1600","0.059416666666666645","0","0.24749999999999997"
"1610","0.05941666666666666","0","0.2325"
"1620","0.058916666666666666","0","0.22000000000000003"
"1630","0.05733333333333333","0","0.2225"
"1640","0.054916666666666676","0","0.22000000000000003"
"1650","0.053500000000000006","0","0.19749999999999998"
"1660","0.05133333333333333","0","0.21000000000000002"
"1670","0.05074999999999998","0","0.19749999999999998"
"1680","0.04916666666666667","0","0.1875"
"1690","0.047166666666666655","0","0.19000000000000003"
"1700","0.04824999999999999","0","0.19"
"1710","0.04608333333333332","0","0.16749999999999998"
"1720","0.04475","0","0.14250000000000002"
"1730","0.04316666666666667","0","0.1325"
"1740","0.04308333333333334","0","0.12500000000000003"
"1750","0.04191666666666667","0","0.12250000000000001"
"1760","0.04266666666666667","0","0.14500000000000002"
"1770","0.04291666666666667","0","0.145"
"1780","0.04158333333333333","0","0.14"
"1790","0.036000000000000004","0","0.12"
"1800","0.034916666666666665","0","0.10500000000000001"
"1810","0.033","0","0.12"
"1820","0.03141666666666667","0","0.12"
"1830","0.032749999999999994","0","0.145"
"1840","0.032749999999999994","0","0.14750000000000002"
"1850","0.03266666666666666","0","0.14750000000000002"
"1860","0.032749999999999994","0","0.15"
"1870","0.03541666666666667","0","0.14749999999999996"
"1880","0.034583333333333334","0","0.15250000000000002"
"1890","0.032916666666666664","0","0.1625"
"1900","0.030249999999999996","0","0.1625"
"1910","0.029416666666666667","0","0.15499999999999997"
"1920","0.028500000000000008","0","0.135"
"1930","0.028500000000000008","0","0.14"
"1940","0.028166666666666666","0","0.14750000000000002"
"1950","0.026166666666666668","0","0.15000000000000002"
"1960","0.023916666666666662","0","0.1575"
"1970","0.023333333333333334","0","0.16"
"1980","0.022916666666666672","0","0.14499999999999996"
"1990","0.022583333333333337","0","0.1375"
"2000","0.023000000000000003","0","0.1375"